系組代碼,校名,系組名,學群,學類,普通生錄取分數,學測_國文,學測_英文,分科_數甲,學測_數學A,學測_數學B,學測_自然,學測_社會,分科_地理,分科_歷史,分科_公民,分科_物理,分科_化學,分科_生物,同分參酌1_科目,同分參酌1_分數,同分參酌2_科目,同分參酌2_分數,同分參酌3_科目,同分參酌3_分數,,1,大學,科系
2324,大葉大學,醫學工程學系(智慧醫療組),工程學群,生醫／醫學工程學類,49.5,,2,2,,,,,,,,,1.75,,,,,,,,,,大葉大學,醫學工程學系
2325,大葉大學,職能治療學系,醫藥衛生學群,職能治療學類,85,2,2,,,,,,,,,,,1,,,,,,,,,大葉大學,職能治療學系
2326,中華大學,電機工程學系,工程學群,電機工程學類,83,2,1,2,,,,,,,,,,,,,,,,,,,中華大學,電機工程學系
2326,中華大學,電機工程學系,工程學群,電子工程學類,83,2,1,2,,,,,,,,,,,,,,,,,,,中華大學,電機工程學系
2326,中華大學,電機工程學系,工程學群,機械工程學類,83,2,1,2,,,,,,,,,,,,,,,,,,,中華大學,電機工程學系
2327,中華大學,資訊工程學系,資訊學群,資訊工程學類,88,2,1,,,,,,,,,2,,,,,,,,,,,中華大學,資訊工程學系
2327,中華大學,資訊工程學系,工程學群,電機工程學類,88,2,1,,,,,,,,,2,,,,,,,,,,,中華大學,資訊工程學系
2327,中華大學,資訊工程學系,工程學群,電子工程學類,88,2,1,,,,,,,,,2,,,,,,,,,,,中華大學,資訊工程學系
2330,中華大學,機械工程學系,工程學群,機械工程學類,57.75,,2,,1.75,,,,,,,2,,,,,,,,,,,中華大學,機械工程學系
2331,中華大學,光電與材料工程學系(人工智慧應用組),工程學群,光電學類,139,2,,,,,,,2,1.75,,,,,,,,,,,,,中華大學,光電與材料工程學系
2331,中華大學,光電與材料工程學系(人工智慧應用組),工程學群,材料工程學類,139,2,,,,,,,2,1.75,,,,,,,,,,,,,中華大學,光電與材料工程學系
2332,中華大學,光電與材料工程學系(生醫光電組),工程學群,光電學類,104,2,1.75,,,,,,,,,,,2,,,,,,,,,中華大學,光電與材料工程學系
2332,中華大學,光電與材料工程學系(生醫光電組),工程學群,材料工程學類,104,2,1.75,,,,,,,,,,,2,,,,,,,,,中華大學,光電與材料工程學系
2333,中華大學,光電與材料工程學系(半導體組),工程學群,光電學類,95.75,2,1.75,,,,,,,,,,2,,,,,,,,,,中華大學,光電與材料工程學系
2333,中華大學,光電與材料工程學系(半導體組),工程學群,材料工程學類,95.75,2,1.75,,,,,,,,,,2,,,,,,,,,,中華大學,光電與材料工程學系
2334,中華大學,工業管理學系(半導體產業組),工程學群,工業工程與管理學類,85.75,,,,,,,,,,1.75,2,2,,,,,,,,,,中華大學,工業管理學系
2334,中華大學,工業管理學系(半導體產業組),管理學群,工業工程與管理學類,85.75,,,,,,,,,,1.75,2,2,,,,,,,,,,中華大學,工業管理學系
2335,中華大學,工業管理學系(智能應用組),工程學群,工業工程與管理學類,123,,,,,,,,2,2,1.75,,,,,,,,,,,,中華大學,工業管理學系
2335,中華大學,工業管理學系(智能應用組),管理學群,工業工程與管理學類,123,,,,,,,,2,2,1.75,,,,,,,,,,,,中華大學,工業管理學系
2336,中華大學,資訊管理學系(資訊系統設計組),資訊學群,資訊管理學類,89.5,2,1.75,,,,,,,,,,2,,,,,,,,,,中華大學,資訊管理學系
2336,中華大學,資訊管理學系(資訊系統設計組),管理學群,資訊管理學類,89.5,2,1.75,,,,,,,,,,2,,,,,,,,,,中華大學,資訊管理學系
2337,中華大學,資訊管理學系(資訊管理應用組),資訊學群,資訊管理學類,146,1.75,,,,,,,,2,2,,,,,,,,,,,,中華大學,資訊管理學系
2337,中華大學,資訊管理學系(資訊管理應用組),管理學群,資訊管理學類,146,1.75,,,,,,,,2,2,,,,,,,,,,,,中華大學,資訊管理學系
2340,中華大學,資訊管理學系(智慧商務組),資訊學群,資訊管理學類,122,,,,,,,,1.75,2,2,,,,,,,,,,,,中華大學,資訊管理學系
2340,中華大學,資訊管理學系(智慧商務組),管理學群,資訊管理學類,122,,,,,,,,1.75,2,2,,,,,,,,,,,,中華大學,資訊管理學系
2341,中華大學,"資訊管理學系(人工智慧與大數據應用
組)",資訊學群,資訊管理學類,111.75,,1.75,,,,,,,2,2,,,,,,,,,,,,中華大學,資訊管理學系
2341,中華大學,"資訊管理學系(人工智慧與大數據應用
組)",管理學群,資訊管理學類,111.75,,1.75,,,,,,,2,2,,,,,,,,,,,,中華大學,資訊管理學系
2342,中華大學,企業管理學系企業管理組,管理學群,企業管理學類,124,,,,,,,,2,1.75,2,,,,,,,,,,,,中華大學,企業管理學系
2343,中華大學,企業管理學系智慧運輸與物流組,管理學群,企業管理學類,-----,,,,,,,,2,2,1.75,,,,,,,,,,,,中華大學,企業管理學系
2344,中華大學,財務管理學系財務金融管理組,財經學群,財務金融學類,98,2,,,,1,,,,2,,,,,,,,,,,,,中華大學,財務管理學系
2345,中華大學,財務管理學系金融資訊管理組,財經學群,財務金融學類,-----,2,1,,,1,,,,,2,,,,,,,,,,,,中華大學,財務管理學系
2346,中華大學,財務管理學系會計資訊與稅務組,財經學群,財務金融學類,-----,2,,,,1,,,2,,,,,,,,,,,,,,中華大學,財務管理學系
2347,中華大學,建築與都市計畫學系(第一類組),工程學群,建築學類,104,2,1,,,,,,2,,,,,,,,,,,,,,中華大學,建築與都市計畫學系
2347,中華大學,建築與都市計畫學系(第一類組),建築與設計學群,建築學類,104,2,1,,,,,,2,,,,,,,,,,,,,,中華大學,建築與都市計畫學系
2350,中華大學,建築與都市計畫學系(第二類組),工程學群,建築學類,87,2,1,,,,,,,,,2,,,,,,,,,,,中華大學,建築與都市計畫學系
2350,中華大學,建築與都市計畫學系(第二類組),建築與設計學群,建築學類,87,2,1,,,,,,,,,2,,,,,,,,,,,中華大學,建築與都市計畫學系
2351,中華大學,景觀建築學系景觀設計組,建築與設計學群,建築學類,125.75,2,,,,,,,2,,1.75,,,,,,,,,,,,中華大學,景觀建築學系
2351,中華大學,景觀建築學系景觀設計組,建築與設計學群,景觀與空間設計學類,125.75,2,,,,,,,2,,1.75,,,,,,,,,,,,中華大學,景觀建築學系
2352,中華大學,景觀建築學系產品設計組,建築與設計學群,建築學類,140.25,2,,,,,,,,2,1.75,,,,,,,,,,,,中華大學,景觀建築學系
2352,中華大學,景觀建築學系產品設計組,建築與設計學群,景觀與空間設計學類,140.25,2,,,,,,,,2,1.75,,,,,,,,,,,,中華大學,景觀建築學系
2353,中華大學,土木工程學系,工程學群,土木工程學類,101.25,2,1.75,,,,,,,,,2,,,,,,,,,,,中華大學,土木工程學系
2354,中華大學,行政管理學系,法政學群,行政管理學類,121,,,,,,,,1,2,2,,,,,,,,,,,,中華大學,行政管理學系
2354,中華大學,行政管理學系,管理學群,行政管理學類,121,,,,,,,,1,2,2,,,,,,,,,,,,中華大學,行政管理學系
2355,中華大學,應用日語學系,外語學群,日語文學類,166,2,,,,,,,1,2,,,,,,,,,,,,,中華大學,應用日語學系
2356,中華大學,觀光學院學士班,管理學群,觀光事業學類,159.75,,,,,,,,1.75,2,2,,,,,,,,,,,,中華大學,觀光學院學士班
2356,中華大學,觀光學院學士班,管理學群,餐旅管理學類,159.75,,,,,,,,1.75,2,2,,,,,,,,,,,,中華大學,觀光學院學士班
2356,中華大學,觀光學院學士班,管理學群,休閒管理學類,159.75,,,,,,,,1.75,2,2,,,,,,,,,,,,中華大學,觀光學院學士班
2356,中華大學,觀光學院學士班,遊憩與運動學群,觀光事業學類,159.75,,,,,,,,1.75,2,2,,,,,,,,,,,,中華大學,觀光學院學士班
2356,中華大學,觀光學院學士班,遊憩與運動學群,餐旅管理學類,159.75,,,,,,,,1.75,2,2,,,,,,,,,,,,中華大學,觀光學院學士班
2356,中華大學,觀光學院學士班,遊憩與運動學群,休閒管理學類,159.75,,,,,,,,1.75,2,2,,,,,,,,,,,,中華大學,觀光學院學士班
2357,義守大學,電機工程學系,工程學群,電機工程學類,116.5,2,1.5,2,,,,,,,,,,,,,,,,,,,,
2360,義守大學,電子工程學系光電半導體組,工程學群,電子工程學類,117,2,1.5,,,,,,,,,2,,,,,,,,,,,,
2361,義守大學,電子工程學系電子智慧系統組,工程學群,電子工程學類,85,2,1.5,2,,,,,,,,,,,,,,,,,,,,
2362,義守大學,資訊工程學系資訊工程組,資訊學群,資訊工程學類,118.5,2,1.5,2,,,,,,,,,,,,,,,,,,,,
2363,義守大學,資訊工程學系資訊應用組,資訊學群,資訊工程學類,106,2,2,,,,,,,1.5,,,,,,,,,,,,,,
2364,義守大學,智慧網路科技學系智慧軟體應用組,工程學群,通訊工程學類,-----,2,2,,,,,,,1,,,,,,,,,,,,,義守大學,智慧網路科技學系(原通訊工程學系)
2365,義守大學,智慧網路科技學系智慧網通科技組,工程學群,通訊工程學類,76,2,1,,,,,,,,,2,,,,,,,,,,,義守大學,智慧網路科技學系(原通訊工程學系)
2366,義守大學,機械與自動化工程學系,工程學群,機械工程學類,118,2,1.5,,,,,,,,,2,,,,,,,,,,,,
2367,義守大學,化學工程學系甲組,工程學群,化學工程學類,108.25,2,1.75,,,,,,,,,,2,,,,,,,,,,,
2370,義守大學,化學工程學系乙組,工程學群,化學工程學類,128.75,2,1.75,,,,,,,,,,,2,,,,,,,,,,
2371,義守大學,土木工程學系,工程學群,土木工程學類,124.75,2,,,,,,,,,,2,,,,,,,,,,,,
2372,義守大學,材料科學與工程學系甲組,工程學群,材料工程學類,94.75,2,2,1.75,,,,,,,,,,,,,,,,,,,,
2373,義守大學,材料科學與工程學系乙組,工程學群,材料工程學類,102,2,2,,,,,,,,,,1.75,,,,,,,,,,,
2374,義守大學,資料科學與大數據分析學系,數理化學群,統計學類,75,2,1.5,2,,,,,,,,,,,,,,,,,,,義守大學,資料科學與大數據分析學系(原財務與計算數學系)
2375,義守大學,智慧科技英語學士學位學程,工程學群,電機工程學類,229.75,2,2,,,,,,,,,1.75,,,,,,,,,,,,
2376,義守大學,工業管理學系,工程學群,工業工程與管理學類,114,2,2,,,,,,,,1.75,,,,,,,,,,,,義守大學,工業管理學系
2376,義守大學,工業管理學系,管理學群,工業工程與管理學類,114,2,2,,,,,,,,1.75,,,,,,,,,,,,義守大學,工業管理學系
2377,義守大學,資訊管理學系人工智慧與電子商務組,管理學群,資訊管理學類,131,2,1,,,,,,,2,,,,,,,,,,,,,,
2400,義守大學,資訊管理學系大數據與雲端運算組,管理學群,資訊管理學類,180.25,2,,,,,,,1.75,2,,,,,,,,,,,,,,
2401,義守大學,企業管理學系,管理學群,企業管理學類,108,2,1,,,,,,,2,,,,,,,,,,,,,,
2402,義守大學,財務金融管理學系,財經學群,財務金融學類,83,1,1,,,,,,,2,,,,,,,,,,,,,,
2403,義守大學,會計學系財稅規劃組,財經學群,會計學類,112.5,2,1.25,,,,,,2,,,,,,,,,,,,,,,
2404,義守大學,會計學系管理應用組,財經學群,會計學類,137.5,2,1.25,,,,,,,2,,,,,,,,,,,,,,
2405,義守大學,國際商務學系,財經學群,國際企業學類,112,1.5,2,,,,,,,1.5,,,,,,,,,,,,,,
2406,義守大學,公共政策與管理學系,法政學群,行政管理學類,130.25,1.75,,,,,,,,2,,,,,,,,,,,,,義守大學,公共政策與管理學系
2406,義守大學,公共政策與管理學系,管理學群,行政管理學類,130.25,1.75,,,,,,,,2,,,,,,,,,,,,,義守大學,公共政策與管理學系
2407,義守大學,醫務管理學系,醫藥衛生學群,醫務管理學類,119,2,1.75,,,,,,,,2,,,,,,,,,,,,義守大學,醫務管理學系
2407,義守大學,醫務管理學系,管理學群,醫務管理學類,119,2,1.75,,,,,,,,2,,,,,,,,,,,,義守大學,醫務管理學系
2410,義守大學,健康管理學系甲組,醫藥衛生學群,健康照護學類,161,2,1.75,,,,,,,2,,,,,,,,,,,,,義守大學,健康管理學系
2411,義守大學,健康管理學系乙組,醫藥衛生學群,健康照護學類,152.75,2,1.75,,,,,,2,,,,,,,,,,,,,,義守大學,健康管理學系
2412,義守大學,餐旅管理學系,管理學群,餐旅管理學類,128.75,2,,,,,,,,1.75,,,,,,,,,,,,,義守大學,餐旅管理學系
2412,義守大學,餐旅管理學系,遊憩與運動學群,餐旅管理學類,128.75,2,,,,,,,,1.75,,,,,,,,,,,,,義守大學,餐旅管理學系
2413,義守大學,運動科技與休閒管理學系,遊憩與運動學群,休閒管理學類,126.75,2,,,,,,,,1.75,,,,,,,,,,,,,,
2414,義守大學,觀光智慧服務與科技學系社會組,遊憩與運動學群,觀光事業學類,-----,2,,,,,,,,2,,,,,,,,,,,,,,
2415,義守大學,觀光智慧服務與科技學系自然組,遊憩與運動學群,觀光事業學類,-----,2,,,,,,,,,,2,,,,,,,,,,,,
2416,義守大學,廚藝暨美食學學系,遊憩與運動學群,餐旅管理學類,116.5,2,,,,,,,,1.5,,,,,,,,,,,,,,
2417,義守大學,國際企業經營英語學士學位學程,管理學群,國際企業學類,-----,2,2,,,,,,,1,,,,,,,,,,,,,,
2420,義守大學,"財務與商業分析英語學士學位學程(國際
學院)",財經學群,財務金融學類,106,1,2,,,,,,,1,,,,,,,,,,,,,,
2421,義守大學,"智慧觀光餐旅管理英語學士學位學程(國
際學院)",遊憩與運動學群,觀光事業學類,-----,1,2,,,,,,1.5,,,,,,,,,,,,,,,
2422,義守大學,國際傳媒與娛樂管理學系(國際學院),大眾傳播學群,廣播電視電影學類,133,1,2,,,,,,,2,,,,,,,,,,,,,義守大學,國際傳媒與娛樂管理學系(原娛樂事業管理學系)
2423,義守大學,國際溝通暨應用英語學系,外語學群,英語文學類,112,2,2,,,,,,,1,,,,,,,,,,,,,,
2424,義守大學,應用日語學系,外語學群,日語文學類,112,2,1,,,,,,,2,,,,,,,,,,,,,,
2425,義守大學,大眾傳播學系,大眾傳播學群,大眾傳播學類,128.25,2,,,,,,,,1.75,,,,,,,,,,,,,,
2426,義守大學,創意整合設計學系,建築與設計學群,商業設計學類,114,2,1,,,,,,,2,,,,,,,,,,,,,義守大學,創意整合設計學系(原創意商品設計學系)
2427,義守大學,電影與電視學系,大眾傳播學群,廣播電視電影學類,123.25,2,1.5,,,,,,,1.75,,,,,,,,,,,,,義守大學,電影與電視學系
2430,義守大學,新媒體設計學系,資訊學群,數位媒體設計學類,115.25,2,1.75,,,,,,,2,,,,,,,,,,,,,義守大學,新媒體設計學系(原數位多媒體設計學系)
2430,義守大學,新媒體設計學系,建築與設計學群,數位媒體設計學類,115.25,2,1.75,,,,,,,2,,,,,,,,,,,,,義守大學,新媒體設計學系(原數位多媒體設計學系)
2431,義守大學,營養學系,醫藥衛生學群,食品營養保健學類,145,2,1,,,,,,,,,,,2,,,,,,,,,義守大學,營養學系
2432,義守大學,生物醫學工程學系,工程學群,生醫／醫學工程學類,91.25,2,,,,,,,,,,1.75,2,,,,,,,,,,義守大學,生物醫學工程學系
2432,義守大學,生物醫學工程學系,生命科學學群,生醫／醫學工程學類,91.25,2,,,,,,,,,,1.75,2,,,,,,,,,,義守大學,生物醫學工程學系
2433,義守大學,醫學科學與生物科技學系醫藥組,生命科學學群,生物科技學類,131.25,2,1.75,,,,,,,,,,2,,,,,,,,,,,
2434,義守大學,醫學科學與生物科技學系生技組,生命科學學群,生物科技學類,119.5,2,1.5,,,,,,,,,,,2,,,,,,,,,,
2435,義守大學,護理學系,醫藥衛生學群,護理學類,76,2,2,,,,,,,,,,1,,,,,,,,,,義守大學,護理學系
2436,義守大學,醫學影像暨放射科學系,醫藥衛生學群,醫學影像暨放射科學學類,225,2,,1,,,,,,,,,,2,自,35,,,,,,,義守大學,醫學影像暨放射科學系
2437,義守大學,物理治療學系,醫藥衛生學群,物理治療學類,275,1.5,2,,1,,,,,,,1,,2,,,,,,,,,義守大學,物理治療學系
2440,義守大學,職能治療學系,醫藥衛生學群,職能治療學類,215.75,1.75,2,,1,,,,,,,,,2,,,,,,,,,義守大學,職能治療學系
2441,義守大學,醫學檢驗技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,190,1,2,,,,,,,,,,2,2,化,26,,,,,,,義守大學,醫學檢驗技術學系
2442,義守大學,醫學系(公費生),醫藥衛生學群,醫學學類,307.5,,1.5,1,,,,,,,,1,1,1.5,英,55,生,58,8,,,,義守大學,醫學系
